Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,105.0,103.66000366210938,104.94000244140625,104.87000274658203,1304500.0,98.65811920166016
2016-01-05,105.5999984741211,102.44000244140625,105.16000366210938,102.70999908447266,2550400.0,96.62604522705078
2016-01-06,102.83000183105469,100.81999969482422,101.33000183105469,101.29000091552734,1385900.0,95.29015350341797
2016-01-07,100.37000274658203,98.27999877929688,99.12000274658203,98.41000366210938,1438600.0,92.58075714111328
2016-01-08,98.93000030517578,96.27999877929688,98.58999633789062,96.44000244140625,1978500.0,90.72746276855469
2016-01-11,97.05999755859375,95.33000183105469,96.88999938964844,96.29000091552734,959900.0,90.5863265991211
2016-01-12,98.37000274658203,96.48999786376953,97.22000122070312,97.91000366210938,1502100.0,92.1103744506836
2016-01-13,99.16999816894531,96.11000061035156,98.38999938964844,96.2300033569336,1189800.0,90.5298843383789
2016-01-14,98.37999725341797,95.29000091552734,96.62999725341797,97.81999969482422,1321900.0,92.02571105957031
2016-01-15,96.19999694824219,94.86000061035156,95.11000061035156,95.69999694824219,1617300.0,90.0312728881836
2016-01-19,96.95999908447266,94.94999694824219,96.86000061035156,95.66999816894531,1159900.0,90.0030517578125
2016-01-20,94.97000122070312,90.4000015258789,94.30000305175781,93.66999816894531,2010300.0,88.12152862548828
2016-01-21,94.94999694824219,92.4800033569336,93.66000366210938,92.8499984741211,1928400.0,87.35009002685547
2016-01-22,95.43000030517578,92.62999725341797,94.45999908447266,93.98999786376953,1682200.0,88.42256164550781
2016-01-25,94.62999725341797,92.91000366210938,93.44000244140625,93.61000061035156,1731300.0,88.0650863647461
2016-01-26,96.56999969482422,94.23999786376953,94.36000061035156,96.22000122070312,1160600.0,90.52047729492188
2016-01-27,98.55000305175781,95.66000366210938,96.11000061035156,96.12000274658203,1920100.0,90.42640686035156
2016-01-28,93.55000305175781,89.01000213623047,90.2699966430664,91.81999969482422,5059000.0,86.38111877441406
2016-01-29,94.33999633789062,91.94999694824219,91.94999694824219,94.33999633789062,4084600.0,88.7518310546875
2016-02-01,94.69999694824219,92.01000213623047,93.5199966430664,94.2300033569336,2364900.0,88.64834594726562
2016-02-02,94.8499984741211,92.5999984741211,94.22000122070312,92.95999908447266,2010700.0,87.4535903930664
2016-02-03,95.66000366210938,92.38999938964844,94.41999816894531,95.51000213623047,1889100.0,89.8525390625
2016-02-04,98.25,95.0,95.11000061035156,96.11000061035156,2055700.0,90.4169921875
2016-02-05,96.13999938964844,93.16999816894531,95.62000274658203,93.25,1943800.0,87.72640991210938
2016-02-08,92.23999786376953,89.38999938964844,92.01000213623047,90.41999816894531,2107400.0,85.06404113769531
2016-02-09,91.44999694824219,89.56999969482422,89.56999969482422,90.62999725341797,1273000.0,85.2615966796875
2016-02-10,92.12999725341797,90.66000366210938,90.94000244140625,91.2699966430664,1924000.0,85.86369323730469
2016-02-11,90.98999786376953,88.72000122070312,89.76000213623047,90.13999938964844,1821700.0,84.80062866210938
2016-02-12,92.37999725341797,90.94000244140625,91.33999633789062,91.76000213623047,1390000.0,86.32466888427734
2016-02-16,93.93000030517578,92.68000030517578,93.16999816894531,92.97000122070312,1751200.0,87.4629898071289
2016-02-17,94.01000213623047,92.23999786376953,93.75,93.05999755859375,1305600.0,87.54766845703125
2016-02-18,93.33999633789062,92.0,92.88999938964844,92.61000061035156,1297900.0,87.12432098388672
2016-02-19,92.58999633789062,91.56999969482422,92.47000122070312,92.0,1611600.0,86.5504379272461
2016-02-22,94.16999816894531,93.1500015258789,93.1500015258789,94.11000061035156,856900.0,88.53546142578125
2016-02-23,95.0,93.0,94.08000183105469,93.5999984741211,877900.0,88.05567932128906
2016-02-24,93.9000015258789,92.66000366210938,92.66999816894531,93.72000122070312,1192100.0,88.16856384277344
2016-02-25,95.08000183105469,93.5,94.05000305175781,95.06999969482422,816000.0,89.4385986328125
2016-02-26,96.12000274658203,95.08000183105469,95.5,95.58999633789062,876200.0,89.92778778076172
2016-02-29,95.4800033569336,94.01000213623047,95.1500015258789,94.01000213623047,1624200.0,88.95319366455078
2016-03-01,97.01000213623047,94.66000366210938,94.88999938964844,96.77999877929688,834200.0,91.57420349121094
2016-03-02,97.4000015258789,95.83000183105469,96.63999938964844,96.81999969482422,1116000.0,91.612060546875
2016-03-03,97.69000244140625,96.19999694824219,96.62999725341797,97.51000213623047,912800.0,92.26493835449219
2016-03-04,98.66999816894531,97.33000183105469,97.33000183105469,98.58999633789062,1049200.0,93.2868423461914
2016-03-07,99.5,95.56999969482422,98.22000122070312,99.12999725341797,1233700.0,93.79780578613281
2016-03-08,99.19000244140625,97.94999694824219,98.25,98.66000366210938,1027300.0,93.35308074951172
2016-03-09,99.44999694824219,98.33000183105469,98.91999816894531,98.98999786376953,885200.0,93.66532897949219
2016-03-10,99.58000183105469,97.47000122070312,99.02999877929688,98.3499984741211,943700.0,93.05976104736328
2016-03-11,100.16000366210938,99.04000091552734,99.04000091552734,100.0,730500.0,94.62100219726562
2016-03-14,100.37000274658203,99.44000244140625,99.55999755859375,99.7300033569336,905800.0,94.36553192138672
2016-03-15,99.9800033569336,98.69999694824219,99.0,99.81999969482422,893500.0,94.45067596435547
2016-03-16,100.08000183105469,98.62000274658203,99.77999877929688,99.80000305175781,1025500.0,94.4317626953125
2016-03-17,102.0199966430664,99.72000122070312,99.80000305175781,101.70999908447266,1280200.0,96.239013671875
2016-03-18,102.13999938964844,100.61000061035156,101.88999938964844,101.76000213623047,2040800.0,96.28633117675781
2016-03-21,103.83999633789062,101.18000030517578,101.48999786376953,103.4800033569336,1421500.0,97.913818359375
2016-03-22,103.48999786376953,102.61000061035156,102.87000274658203,103.18000030517578,977600.0,97.62995147705078
2016-03-23,103.95999908447266,102.2699966430664,102.80000305175781,102.94999694824219,1454600.0,97.41232299804688
2016-03-24,103.51000213623047,102.18000030517578,102.58999633789062,103.51000213623047,1208500.0,97.94219970703125
2016-03-28,103.88999938964844,102.80000305175781,103.51000213623047,103.7300033569336,570000.0,98.15035247802734
2016-03-29,105.95999908447266,103.56999969482422,103.73999786376953,105.70999908447266,1223400.0,100.02386474609375
2016-03-30,106.4800033569336,104.79000091552734,106.4800033569336,105.16999816894531,649100.0,99.51290130615234
2016-03-31,105.6500015258789,104.75,105.29000091552734,105.20999908447266,886200.0,99.5507583618164
2016-04-01,106.76000213623047,104.19999694824219,104.30999755859375,106.63999938964844,1083800.0,100.90384674072266
2016-04-04,106.54000091552734,105.13999938964844,106.54000091552734,105.44000244140625,880900.0,99.76838684082031
2016-04-05,105.4800033569336,104.27999877929688,104.88999938964844,104.56999969482422,638000.0,98.94517517089844
2016-04-06,105.7699966430664,103.88999938964844,104.56999969482422,105.73999786376953,653800.0,100.05223083496094
